MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:108005,Myd88,myeloid differentiation primary response gene 88,9,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IMP,MGI:2385681 ,J:84679 
MGI:2667185,Myo18a,myosin XVIIIA,11,,canonical NF-kappaB signal transduction,,,ISO,O95411 ,J:164563 
MGI:97312,Nfkb1,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",3,,canonical NF-kappaB signal transduction,,,IBA,PTN000652441 ,J:265628 
MGI:97312,Nfkb1,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",3,,canonical NF-kappaB signal transduction,,,ISO,P19838 ,J:164563 
MGI:1099800,Nfkb2,"nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100",19,,canonical NF-kappaB signal transduction,,,IBA,PTN000652441 ,J:265628 
MGI:104741,Nfkbia,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",12,,canonical NF-kappaB signal transduction,,,ISO,P25963 ,J:164563 
MGI:104752,Nfkbib,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta",7,,regulation of canonical NF-kappaB signal transduction,happens in embryonic fibroblast,,IGI,MGI:1919216 ,J:277582 
MGI:3041243,Nfkbid,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta",7,,negative regulation of canonical NF-kappaB signal transduction,,,IDA,,J:75807 
MGI:1340031,Nfkbil1,nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1,17,,canonical NF-kappaB signal transduction,,,IBA,PTN001433346 ,J:265628 
MGI:1340031,Nfkbil1,nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1,17,,canonical NF-kappaB signal transduction,,,IDA,,J:180263 
MGI:1916971,Nkiras1,NFKB inhibitor interacting Ras-like protein 1,14,,canonical NF-kappaB signal transduction,,,IEA,IPR042227 ,J:72247 
MGI:1919216,Nkiras2,NFKB inhibitor interacting Ras-like protein 2,11,,canonical NF-kappaB signal transduction,,,IEA,IPR042227 ,J:72247 
MGI:1919216,Nkiras2,NFKB inhibitor interacting Ras-like protein 2,11,,regulation of canonical NF-kappaB signal transduction,happens in embryonic fibroblast,,IGI,MGI:104752 ,J:277582 
MGI:1919216,Nkiras2,NFKB inhibitor interacting Ras-like protein 2,11,,regulation of canonical NF-kappaB signal transduction,happens in embryonic fibroblast,,IMP,MGI:6342810 ,J:277582 
MGI:2444070,Nlrc3,"NLR family, CARD domain containing 3",16,,canonical NF-kappaB signal transduction,happens in macrophage,,IGI,MGI:108072 ,J:187586 
MGI:2444070,Nlrc3,"NLR family, CARD domain containing 3",16,,canonical NF-kappaB signal transduction,happens in monocyte,,IMP,,J:187586 
MGI:2444070,Nlrc3,"NLR family, CARD domain containing 3",16,,canonical NF-kappaB signal transduction,,,ISO,Q7RTR2 ,J:164563 
MGI:2444070,Nlrc3,"NLR family, CARD domain containing 3",16,,canonical NF-kappaB signal transduction,,,ISS,Q7RTR2 ,J:114713 
MGI:2444070,Nlrc3,"NLR family, CARD domain containing 3",16,,negative regulation of canonical NF-kappaB signal transduction,,,IBA,PTN001946600 ,J:265628 
MGI:2444070,Nlrc3,"NLR family, CARD domain containing 3",16,,negative regulation of canonical NF-kappaB signal transduction,negatively regulates canonical NF-kappaB signal transduction,,IGI,MGI:108072 ,J:187586 
MGI:2444070,Nlrc3,"NLR family, CARD domain containing 3",16,,negative regulation of canonical NF-kappaB signal transduction,negatively regulates canonical NF-kappaB signal transduction,,IMP,,J:187586 
MGI:2444070,Nlrc3,"NLR family, CARD domain containing 3",16,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q7RTR2 ,J:73065 
MGI:2141990,Nlrp6,"NLR family, pyrin domain containing 6",7,,negative regulation of canonical NF-kappaB signal transduction,,,IMP,MGI:5085850 ,J:186698 
MGI:2676630,Nlrp12,"NLR family, pyrin domain containing 12",7,,negative regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000647998 ,J:265628 
MGI:2676630,Nlrp12,"NLR family, pyrin domain containing 12",7,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,P59046 ,J:164563 
MGI:2676630,Nlrp12,"NLR family, pyrin domain containing 12",7,,regulation of canonical NF-kappaB signal transduction,,,ISO,P59046 ,J:73065 
MGI:2429611,Nlrx1,NLR family member X1,9,,negative regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002789232 ,J:265628 
MGI:2429611,Nlrx1,NLR family member X1,9,,negative regulation of canonical NF-kappaB signal transduction,,,IMP,MGI:5141085 ,J:173995 
MGI:1341839,Nod1,nucleotide-binding oligomerization domain containing 1,6,,canonical NF-kappaB signal transduction,happens in macrophage,,IDA,,J:132126 
MGI:1341839,Nod1,nucleotide-binding oligomerization domain containing 1,6,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IDA,,J:132126 
MGI:1341839,Nod1,nucleotide-binding oligomerization domain containing 1,6,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:335612 
MGI:1341839,Nod1,nucleotide-binding oligomerization domain containing 1,6,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9Y239 ,J:73065 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,canonical NF-kappaB signal transduction,happens in macrophage,,IDA,,J:132126 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN004670420 ,J:265628 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IDA,,J:132126 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:335612 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:96128 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9HC29 ,J:73065 
MGI:2444210,Nr1d1,"nuclear receptor subfamily 1, group D, member 1",11,,negative regulation of canonical NF-kappaB signal transduction,,,IMP,,J:273176 
MGI:1352464,Nr1h4,"nuclear receptor subfamily 1, group H, member 4",10,,negative regulation of canonical NF-kappaB signal transduction,,,IMP,,J:228561 
MGI:1352464,Nr1h4,"nuclear receptor subfamily 1, group H, member 4",10,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q96RI1 ,J:164563 
MGI:1351500,Nup62,nucleoporin 62,7,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P37198 ,J:164563 
MGI:2685142,Olfm4,olfactomedin 4,14,,negative regulation of canonical NF-kappaB signal transduction,,,IDA,,J:161279 
MGI:1918898,Optn,optineurin,2,,negative regulation of canonical NF-kappaB signal transduction,,,IMP,,J:128397 
MGI:1918898,Optn,optineurin,2,,regulation of canonical NF-kappaB signal transduction,,,IBA,PTN001268347 ,J:265628 
MGI:2654703,Otud7b,OTU domain containing 7B,3,,negative regulation of canonical NF-kappaB signal transduction,,,IMP,,J:194553 
MGI:2654703,Otud7b,OTU domain containing 7B,3,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q6GQQ9 ,J:164563 
MGI:1340806,Parp1,"poly (ADP-ribose) polymerase family, member 1",1,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P09874 ,J:164563 
MGI:1914495,Peli1,pellino 1,11,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,MGI:4361448 ,J:152781 
MGI:1098283,Per1,period circadian clock 1,11,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,RGD:727863 ,J:155856 
MGI:1889507,Pidd1,p53 induced death domain protein 1,7,,regulation of canonical NF-kappaB signal transduction,,,ISO,Q9HB75 ,J:164563 
MGI:1933177,Pik3ap1,phosphoinositide-3-kinase adaptor protein 1,19,NOT,regulation of canonical NF-kappaB signal transduction,,,IMP,,J:180127 
MGI:97587,Pim2,proviral integration site 2,X,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:93995 
MGI:1916193,Pink1,PTEN induced putative kinase 1,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9BXM7 ,J:164563 
MGI:97616,Plcg2,"phospholipase C, gamma 2",8,,positive regulation of I-kappaB phosphorylation,"happens in macrophage,is a part of regulation of canonical NF-kappaB signal transduction",,IMP,,J:178744 
MGI:97616,Plcg2,"phospholipase C, gamma 2",8,,regulation of canonical NF-kappaB signal transduction,"happens in dendritic cell,is a part of cellular response to lectin",,IMP,,J:148372 
MGI:97616,Plcg2,"phospholipase C, gamma 2",8,,regulation of canonical NF-kappaB signal transduction,"happens in macrophage,is a part of stimulatory C-type lectin receptor signaling pathway",,IMP,,J:178744 
MGI:99878,Ppm1a,"protein phosphatase 1A, magnesium dependent, alpha isoform",12,,negative regulation of canonical NF-kappaB signal transduction,,,IBA,PTN001418787 ,J:265628 
MGI:99878,Ppm1a,"protein phosphatase 1A, magnesium dependent, alpha isoform",12,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,P35813 ,J:164563 
MGI:101841,Ppm1b,"protein phosphatase 1B, magnesium dependent, beta isoform",17,,negative regulation of canonical NF-kappaB signal transduction,,,IBA,PTN001418787 ,J:265628 
MGI:101841,Ppm1b,"protein phosphatase 1B, magnesium dependent, beta isoform",17,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,O75688 ,J:164563 
MGI:2142330,Ppm1n,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)",7,,negative regulation of canonical NF-kappaB signal transduction,,,IBA,PTN001418787 ,J:265628 
MGI:97596,Prkcb,"protein kinase C, beta",7,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:109151 
MGI:97599,Prkce,"protein kinase C, epsilon",17,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,MGI:3609215 ,J:103337 
MGI:99879,Prkd1,protein kinase D1,12,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q15139 ,J:164563 
MGI:1355296,Prkn,parkin RBR E3 ubiquitin protein ligase,17,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O60260 ,J:164563 
MGI:1931465,Pycard,PYD and CARD domain containing,7,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q9ULZ3 ,J:164563 
MGI:1344372,Rbck1,RanBP-type and C3HC4-type zinc finger containing 1,2,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000752489 ,J:265628 
MGI:1344372,Rbck1,RanBP-type and C3HC4-type zinc finger containing 1,2,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:158069 
MGI:1344372,Rbck1,RanBP-type and C3HC4-type zinc finger containing 1,2,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9BYM8 ,J:164563 
MGI:97897,Rel,reticuloendotheliosis oncogene,11,,canonical NF-kappaB signal transduction,,,IBA,PTN000652441 ,J:265628 
MGI:103290,Rela,v-rel reticuloendotheliosis viral oncogene homolog A (avian),19,,canonical NF-kappaB signal transduction,,,IBA,PTN000652441 ,J:265628 
MGI:103290,Rela,v-rel reticuloendotheliosis viral oncogene homolog A (avian),19,,canonical NF-kappaB signal transduction,,,ISO,Q04206 ,J:164563 
MGI:103290,Rela,v-rel reticuloendotheliosis viral oncogene homolog A (avian),19,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:179897 
MGI:103289,Relb,avian reticuloendotheliosis viral (v-rel) oncogene related B,7,,canonical NF-kappaB signal transduction,,,IBA,PTN000652441 ,J:265628 
MGI:2149590,Rfpl4,ret finger protein-like 4,7,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN008394630 ,J:265628 
MGI:1096342,Rhoa,ras homolog family member A,9,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,RGD:619921 ,J:155856 
MGI:1921984,Rhoh,ras homolog family member H,5,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q15669 ,J:164563 
MGI:1914128,Riok3,RIO kinase 3,18,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,O14730 ,J:164563 
MGI:108212,Ripk1,receptor (TNFRSF)-interacting serine-threonine kinase 1,13,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q13546 ,J:164563 
MGI:108212,Ripk1,receptor (TNFRSF)-interacting serine-threonine kinase 1,13,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:202809 
MGI:108212,Ripk1,receptor (TNFRSF)-interacting serine-threonine kinase 1,13,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q13546 ,J:164563 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,canonical NF-kappaB signal transduction,happens in macrophage,,IMP,MGI:2446070 ,J:75401 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,canonical NF-kappaB signal transduction,happens in macrophage,,IMP,MGI:2660793 ,J:132126 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,canonical NF-kappaB signal transduction,happens in macrophage,,IMP,MGI:2660793 ,J:75400 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,canonical NF-kappaB signal transduction,,,IMP,,J:175412 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002892800 ,J:265628 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:335665 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IMP,MGI:2446070 ,J:75401 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IMP,MGI:2660793 ,J:132126 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IMP,MGI:2660793 ,J:75400 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O43353 ,J:73065 
MGI:2154952,Ripk3,receptor-interacting serine-threonine kinase 3,14,,canonical NF-kappaB signal transduction,,,IDA,,J:57772 
MGI:1934704,Rnf31,ring finger protein 31,14,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:161997 
MGI:1934704,Rnf31,ring finger protein 31,14,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q96EP0 ,J:164563 
MGI:107927,Rock1,Rho-associated coiled-coil containing protein kinase 1,18,,canonical NF-kappaB signal transduction,,,ISO,Q13464 ,J:164563 
MGI:107926,Rock2,Rho-associated coiled-coil containing protein kinase 2,12,,canonical NF-kappaB signal transduction,,,ISO,O75116 ,J:164563 
MGI:1347520,Ror1,receptor tyrosine kinase-like orphan receptor 1,4,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002814844 ,J:265628 
MGI:1347520,Ror1,receptor tyrosine kinase-like orphan receptor 1,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q01973 ,J:164563 
MGI:104661,Rora,RAR-related orphan receptor alpha,9,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,P35398 ,J:164563 
MGI:1330282,S100a4,S100 calcium binding protein A4,3,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000181518 ,J:265628 
MGI:1330282,S100a4,S100 calcium binding protein A4,3,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P26447 ,J:164563 
MGI:109581,S100a13,S100 calcium binding protein A13,3,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN001360887 ,J:265628 
MGI:109581,S100a13,S100 calcium binding protein A13,3,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q99584 ,J:164563 
MGI:98217,S100b,"S100 protein, beta polypeptide, neural",10,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002615853 ,J:265628 
MGI:98217,S100b,"S100 protein, beta polypeptide, neural",10,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P04271 ,J:164563 
MGI:98223,Saa3,serum amyloid A 3,7,,I-kappaB phosphorylation,happens in macrophage,,IDA,,J:145634 
MGI:1913331,Sharpin,SHANK-associated RH domain interacting protein,15,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000752489 ,J:265628 
MGI:1913331,Sharpin,SHANK-associated RH domain interacting protein,15,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:170809 
MGI:1913331,Sharpin,SHANK-associated RH domain interacting protein,15,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:170810 
MGI:1913331,Sharpin,SHANK-associated RH domain interacting protein,15,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9H0F6 ,J:164563 
MGI:108563,Sirpa,signal-regulatory protein alpha,2,,negative regulation of I-kappaB phosphorylation,"happens in macrophage,regulates a function/process that happens in macrophage,is a part of cellular response to lipopolysaccharide",,IMP,,J:126125 
MGI:2135607,Sirt1,sirtuin 1,10,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q96EB6 ,J:164563 
MGI:1914797,Slc39a8,"solute carrier family 39 (metal ion transporter), member 8",3,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q9C0K1 ,J:164563 
MGI:2156003,Snip1,Smad nuclear interacting protein 1,4,,canonical NF-kappaB signal transduction,,,IDA,,J:73196 
MGI:1861380,Sphk2,sphingosine kinase 2,7,,regulation of canonical NF-kappaB signal transduction,,,IMP,,J:120074 
MGI:107931,Sqstm1,sequestosome 1,11,,regulation of canonical NF-kappaB signal transduction,,,ISO,Q13501 ,J:164563 
MGI:103063,Stat1,signal transducer and activator of transcription 1,1,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,P42224 ,J:164563 
MGI:1915902,Tab2,TGF-beta activated kinase 1/MAP3K7 binding protein 2,10,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002470201 ,J:265628 
MGI:1915902,Tab2,TGF-beta activated kinase 1/MAP3K7 binding protein 2,10,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9NYJ8 ,J:164563 
MGI:1913974,Tab3,TGF-beta activated kinase 1/MAP3K7 binding protein 3,X,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002470201 ,J:265628 
MGI:1913974,Tab3,TGF-beta activated kinase 1/MAP3K7 binding protein 3,X,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q8N5C8 ,J:164563 
MGI:107676,Tank,TRAF family member-associated Nf-kappa B activator,2,,canonical NF-kappaB signal transduction,,,IBA,PTN000391828 ,J:265628 
MGI:107676,Tank,TRAF family member-associated Nf-kappa B activator,2,,canonical NF-kappaB signal transduction,,,IDA,,J:34830 
MGI:107676,Tank,TRAF family member-associated Nf-kappa B activator,2,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q92844 ,J:164563 
MGI:1920424,Tbkbp1,TBK1 binding protein 1,11,,canonical NF-kappaB signal transduction,,,IBA,PTN000374256 ,J:265628 
MGI:1929871,Terf2ip,"telomeric repeat binding factor 2, interacting protein",8,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:163158 
MGI:98822,Tfrc,transferrin receptor,16,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P02786 ,J:164563 
MGI:98731,Tgm2,"transglutaminase 2, C polypeptide",2,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,RGD:621081 ,J:155856 
MGI:2147032,Ticam1,TIR domain containing adaptor molecule 1,17,,canonical NF-kappaB signal transduction,happens in fibroblast,,IGI,MGI:108005 ,J:84679 
MGI:2147032,Ticam1,TIR domain containing adaptor molecule 1,17,,canonical NF-kappaB signal transduction,happens in fibroblast,,IMP,MGI:3029019 ,J:84679 
MGI:2147032,Ticam1,TIR domain containing adaptor molecule 1,17,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002932982 ,J:265628 
MGI:2147032,Ticam1,TIR domain containing adaptor molecule 1,17,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:108005 ,J:84679 
MGI:2147032,Ticam1,TIR domain containing adaptor molecule 1,17,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IMP,MGI:3029019 ,J:84679 
MGI:2147032,Ticam1,TIR domain containing adaptor molecule 1,17,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:173994 
MGI:2147032,Ticam1,TIR domain containing adaptor molecule 1,17,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q8IUC6 ,J:164563 
MGI:3040056,Ticam2,TIR domain containing adaptor molecule 2,18,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002932982 ,J:265628 
MGI:3040056,Ticam2,TIR domain containing adaptor molecule 2,18,,regulation of canonical NF-kappaB signal transduction,,,ISO,AAP81748 ,J:84379 
MGI:2182965,Tifa,TRAF-interacting protein with forkhead-associated domain,3,,canonical NF-kappaB signal transduction,,,IBA,PTN001262109 ,J:265628 
MGI:2182965,Tifa,TRAF-interacting protein with forkhead-associated domain,3,,canonical NF-kappaB signal transduction,,,IDA,,J:74780 
MGI:2182965,Tifa,TRAF-interacting protein with forkhead-associated domain,3,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN001262109 ,J:265628 
MGI:2182965,Tifa,TRAF-interacting protein with forkhead-associated domain,3,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q96CG3 ,J:164563 
MGI:2385852,Tifab,"TRAF-interacting protein with forkhead-associated domain, family member B",13,,canonical NF-kappaB signal transduction,,,IEA,IPR033621 ,J:72247 
MGI:2152213,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein,9,,canonical NF-kappaB signal transduction,,,IBA,PTN002732740 ,J:265628 
MGI:2152213,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein,9,,canonical NF-kappaB signal transduction,,,IMP,,J:72250 
MGI:2152213,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein,9,,canonical NF-kappaB signal transduction,,,ISO,AF406652 ,J:71392 
MGI:2152213,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein,9,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002732740 ,J:265628 
MGI:2152213,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein,9,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P58753 ,J:164563 
MGI:104636,Tle1,transducin-like enhancer of split 1,4,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q04724 ,J:164563 
MGI:1346060,Tlr2,toll-like receptor 2,3,,I-kappaB phosphorylation,,,ISO,O60603 ,J:164563 
MGI:2156367,Tlr3,toll-like receptor 3,8,,canonical NF-kappaB signal transduction,happens in fibroblast,,IDA,,J:102721 
MGI:2156367,Tlr3,toll-like receptor 3,8,,canonical NF-kappaB signal transduction,happens in fibroblast,,IGI,MGI:1346877 ,J:102721 
MGI:2156367,Tlr3,toll-like receptor 3,8,,canonical NF-kappaB signal transduction,happens in fibroblast,,IMP,MGI:3690535 ,J:84679 
MGI:2156367,Tlr3,toll-like receptor 3,8,,I-kappaB phosphorylation,,,ISO,O15455 ,J:164563 
MGI:2156367,Tlr3,toll-like receptor 3,8,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IDA,,J:102721 
MGI:2156367,Tlr3,toll-like receptor 3,8,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:152781 
MGI:2156367,Tlr3,toll-like receptor 3,8,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:1346877 ,J:102721 
MGI:2156367,Tlr3,toll-like receptor 3,8,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IMP,MGI:3690535 ,J:84679 
MGI:96824,Tlr4,toll-like receptor 4,4,,canonical NF-kappaB signal transduction,happens in fibroblast,,IDA,,J:102721 
MGI:96824,Tlr4,toll-like receptor 4,4,,canonical NF-kappaB signal transduction,happens in macrophage,,IDA,,J:132126 
MGI:96824,Tlr4,toll-like receptor 4,4,,I-kappaB phosphorylation,happens in macrophage,,IMP,MGI:1860885 ,J:145634 
MGI:96824,Tlr4,toll-like receptor 4,4,,I-kappaB phosphorylation,,,ISO,O00206 ,J:164563 
MGI:96824,Tlr4,toll-like receptor 4,4,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IDA,,J:102721 
MGI:96824,Tlr4,toll-like receptor 4,4,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IDA,,J:132126 
MGI:96824,Tlr4,toll-like receptor 4,4,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:152781 
MGI:1341296,Tlr6,toll-like receptor 6,5,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9Y2C9 ,J:73065 
MGI:2176882,Tlr7,toll-like receptor 7,X,,canonical NF-kappaB signal transduction,,,IBA,PTN002934106 ,J:265628 
MGI:2176882,Tlr7,toll-like receptor 7,X,,canonical NF-kappaB signal transduction,,,ISO,Q9NYK1 ,J:164563 
MGI:2176882,Tlr7,toll-like receptor 7,X,,I-kappaB phosphorylation,,,ISO,Q9NYK1 ,J:164563 
MGI:2176887,Tlr8,toll-like receptor 8,X,,canonical NF-kappaB signal transduction,,,IBA,PTN002934106 ,J:265628 
MGI:2176887,Tlr8,toll-like receptor 8,X,,canonical NF-kappaB signal transduction,,,ISO,Q9NR97 ,J:164563 
MGI:1932389,Tlr9,toll-like receptor 9,9,,canonical NF-kappaB signal transduction,,,IBA,PTN002934106 ,J:265628 
MGI:1932389,Tlr9,toll-like receptor 9,9,,canonical NF-kappaB signal transduction,,,IDA,,J:143338 
MGI:1932389,Tlr9,toll-like receptor 9,9,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9NR96 ,J:164563 
MGI:1922056,Tmem106a,transmembrane protein 106A,11,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:281250 
MGI:104798,Tnf,tumor necrosis factor,17,,canonical NF-kappaB signal transduction,happens in fibroblast,,IDA,,J:102721 
MGI:104798,Tnf,tumor necrosis factor,17,,canonical NF-kappaB signal transduction,"happens in CD4-positive, alpha-beta T cell",,IDA,,J:89322 
MGI:104798,Tnf,tumor necrosis factor,17,,canonical NF-kappaB signal transduction,happens in fibroblast,,IGI,MGI:1346877 ,J:102721 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000158085 ,J:265628 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IDA,,J:102721 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:202809 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IDA,,J:89322 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:1346877 ,J:102721 
