MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:2450016,Nox1,NADPH oxidase 1,X,,positive regulation of JNK cascade,positively regulates JNK cascade,,IMP,MGI:3616995 ,J:167959 
MGI:1859637,Nphs1,"nephrosis 1, nephrin",7,,JNK cascade,,,IDA,,J:73411 
MGI:97367,Nppa,natriuretic peptide type A,4,,negative regulation of JUN kinase activity,,,ISO,P01160 ,J:164563 
MGI:2183436,Nrbp1,nuclear receptor binding protein 1,5,NOT,JNK cascade,,,ISO,AF113249 ,J:76031 
MGI:1351326,Nrk,Nik related kinase,X,,positive regulation of JNK cascade,,,IDA,,J:63297 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,JNK cascade,happens in osteoclast,,IGI,MGI:1100089 ,J:180994 
MGI:109520,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",11,,negative regulation of JNK cascade,negatively regulates JNK cascade,,IGI,MGI:1100089 ,J:180994 
MGI:1098283,Per1,period circadian clock 1,11,,negative regulation of JNK cascade,,,ISO,RGD:727863 ,J:155856 
MGI:2138327,Phlpp1,PH domain and leucine rich repeat protein phosphatase 1,1,,regulation of JNK cascade,,,ISO,O60346 ,J:164563 
MGI:2159342,Pja2,praja ring finger ubiquitin ligase 2,17,,positive regulation of JNK cascade,,,ISO,O43164 ,J:164563 
MGI:97613,Plcb1,"phospholipase C, beta 1",2,,positive regulation of JNK cascade,,,ISO,Q9NQ66 ,J:164563 
MGI:107846,Prmt1,protein arginine N-methyltransferase 1,7,,negative regulation of JNK cascade,,,ISO,Q99873 ,J:164563 
MGI:104311,Ptger4,prostaglandin E receptor 4 (subtype EP4),15,,JNK cascade,,,ISO,RGD:628641 ,J:155856 
MGI:95481,Ptk2,PTK2 protein tyrosine kinase 2,15,,JNK cascade,,,ISO,RGD:3443 ,J:155856 
MGI:104908,Ptk2b,PTK2 protein tyrosine kinase 2 beta,14,,positive regulation of JNK cascade,,,ISO,Q14289 ,J:164563 
MGI:107170,Ptpn22,"protein tyrosine phosphatase, non-receptor type 22 (lymphoid)",3,,negative regulation of JUN kinase activity,,,ISO,Q9Y2R2 ,J:164563 
MGI:1931465,Pycard,PYD and CARD domain containing,7,,positive regulation of JNK cascade,,,ISO,Q9ULZ3 ,J:164563 
MGI:97855,Rap2a,RAS related protein 2a,14,,regulation of JNK cascade,,,ISO,P10114 ,J:164563 
MGI:104580,Rapgef1,Rap guanine nucleotide exchange factor (GEF) 1,2,,regulation of JNK cascade,,,ISO,RGD:619793 ,J:155856 
MGI:1314635,Rasgrp1,RAS guanyl releasing protein 1,2,,positive regulation of JNK cascade,,,ISO,O95267 ,J:164563 
MGI:2442060,Rassf2,Ras association (RalGDS/AF-6) domain family member 2,2,,positive regulation of JNK cascade,,,IBA,PTN002733295 ,J:265628 
MGI:2442060,Rassf2,Ras association (RalGDS/AF-6) domain family member 2,2,,positive regulation of JNK cascade,,,ISO,P50749 ,J:156774 
MGI:1341850,Rb1cc1,RB1-inducible coiled-coil 1,1,,positive regulation of JNK cascade,,,IGI,MGI:104798 ,J:114498 
MGI:108212,Ripk1,receptor (TNFRSF)-interacting serine-threonine kinase 1,13,,positive regulation of JNK cascade,,,IMP,,J:180557 
MGI:108212,Ripk1,receptor (TNFRSF)-interacting serine-threonine kinase 1,13,,positive regulation of JNK cascade,,,ISO,Q13546 ,J:164563 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,JNK cascade,happens in macrophage,,IMP,MGI:2446070 ,J:75401 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,JNK cascade,happens in macrophage,,IMP,MGI:2660793 ,J:132126 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,JNK cascade,happens in macrophage,,IMP,MGI:2660793 ,J:75400 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,positive regulation of JNK cascade,positively regulates JNK cascade,,IMP,MGI:2446070 ,J:75401 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,positive regulation of JNK cascade,positively regulates JNK cascade,,IMP,MGI:2660793 ,J:132126 
MGI:1891456,Ripk2,receptor (TNFRSF)-interacting serine-threonine kinase 2,4,,positive regulation of JNK cascade,positively regulates JNK cascade,,IMP,MGI:2660793 ,J:75400 
MGI:1347521,Ror2,receptor tyrosine kinase-like orphan receptor 2,13,,JNK cascade,,,IDA,,J:89972 
MGI:107173,Serpinf2,"serine (or cysteine) peptidase inhibitor, clade F, member 2",11,,positive regulation of JNK cascade,,,ISO,P08697 ,J:164563 
MGI:892014,Sfrp1,secreted frizzled-related protein 1,8,,negative regulation of JUN kinase activity,negatively regulates JUN kinase activity,,IGI,MGI:108078 ,J:147041 
MGI:892014,Sfrp1,secreted frizzled-related protein 1,8,,negative regulation of JUN kinase activity,negatively regulates JUN kinase activity,,IGI,MGI:1860298 ,J:147041 
MGI:108078,Sfrp2,secreted frizzled-related protein 2,3,,negative regulation of JUN kinase activity,negatively regulates JUN kinase activity,,IGI,MGI:1860298 ,J:147041 
MGI:108078,Sfrp2,secreted frizzled-related protein 2,3,,negative regulation of JUN kinase activity,negatively regulates JUN kinase activity,,IGI,MGI:892014 ,J:147041 
MGI:892010,Sfrp4,secreted frizzled-related protein 4,13,,negative regulation of JNK cascade,,,ISO,RGD:621075 ,J:155856 
MGI:1860298,Sfrp5,secreted frizzled-related sequence protein 5,19,,negative regulation of JUN kinase activity,negatively regulates JUN kinase activity,,IGI,MGI:108078 ,J:147041 
MGI:1860298,Sfrp5,secreted frizzled-related sequence protein 5,19,,negative regulation of JUN kinase activity,negatively regulates JUN kinase activity,,IGI,MGI:892014 ,J:147041 
MGI:1913066,Sh3rf1,SH3 domain containing ring finger 1,8,,positive regulation of JNK cascade,,,IBA,PTN000070286 ,J:265628 
MGI:1913066,Sh3rf1,SH3 domain containing ring finger 1,8,,positive regulation of JNK cascade,,,IMP,,J:205863 
MGI:1913066,Sh3rf1,SH3 domain containing ring finger 1,8,,positive regulation of JNK cascade,,,IMP,,J:261832 
MGI:2444628,Sh3rf2,SH3 domain containing ring finger 2,18,,negative regulation of JNK cascade,,,ISO,RGD:1308415 ,J:155856 
MGI:2444628,Sh3rf2,SH3 domain containing ring finger 2,18,,positive regulation of JNK cascade,,,IBA,PTN000070286 ,J:265628 
MGI:2444628,Sh3rf2,SH3 domain containing ring finger 2,18,,positive regulation of JNK cascade,,,ISO,Q8TEC5 ,J:164563 
MGI:2444637,Sh3rf3,SH3 domain containing ring finger 3,10,,positive regulation of JNK cascade,,,IBA,PTN000070286 ,J:265628 
MGI:2444637,Sh3rf3,SH3 domain containing ring finger 3,10,,positive regulation of JNK cascade,,,ISO,Q8TEJ3 ,J:164563 
MGI:108563,Sirpa,signal-regulatory protein alpha,2,,negative regulation of JNK cascade,"happens in macrophage,regulates a function/process that happens in macrophage,is a part of cellular response to lipopolysaccharide",,IMP,,J:126125 
MGI:1351314,Slamf1,signaling lymphocytic activation molecule family member 1,1,,positive regulation of JNK cascade,,,ISO,Q13291 ,J:164563 
MGI:1201674,Smad3,SMAD family member 3,9,,JNK cascade,is a part of cellular response to virus,,IMP,,J:141299 
MGI:1918084,Spag9,sperm associated antigen 9,11,,JNK cascade,,PR:Q58A65-2,IDA,,J:165016 
MGI:1928487,Stk3,serine/threonine kinase 3,15,,JNK cascade,"happens in hepatocyte,happens in liver",,IGI,MGI:104798 ,J:156541 
MGI:1928487,Stk3,serine/threonine kinase 3,15,,JNK cascade,"happens in hepatocyte,happens in liver",,IGI,MGI:1929004 ,J:156541 
MGI:1928487,Stk3,serine/threonine kinase 3,15,,positive regulation of JNK cascade,positively regulates JNK cascade,,IGI,MGI:104798 ,J:156541 
MGI:1928487,Stk3,serine/threonine kinase 3,15,,positive regulation of JNK cascade,positively regulates JNK cascade,,IGI,MGI:1929004 ,J:156541 
MGI:2144047,Stradb,STE20-related kinase adaptor beta,1,,JNK cascade,,,IDA,,J:82945 
MGI:1914490,Taok1,TAO kinase 1,11,,positive regulation of JNK cascade,,,ISO,Q7L7X3 ,J:164563 
MGI:1915919,Taok2,TAO kinase 2,7,,positive regulation of JNK cascade,"happens in cerebral cortex neuron,happens in pyramidal neuron",,IMP,,J:191610 
MGI:1915919,Taok2,TAO kinase 2,7,,positive regulation of JNK cascade,,,ISO,Q9UL54 ,J:164563 
MGI:3041177,Taok3,TAO kinase 3,5,,negative regulation of JNK cascade,,,ISO,Q9H2K8 ,J:164563 
MGI:3041177,Taok3,TAO kinase 3,5,,positive regulation of JNK cascade,,,ISO,Q9H2K8 ,J:164563 
MGI:104637,Tgfbr3,"transforming growth factor, beta receptor III",5,NOT,regulation of JNK cascade,,,IMP,,J:83727 
MGI:2152213,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein,9,,positive regulation of JNK cascade,,,ISO,P58753 ,J:164563 
MGI:2156367,Tlr3,toll-like receptor 3,8,,JNK cascade,happens in fibroblast,,IDA,,J:102721 
MGI:2156367,Tlr3,toll-like receptor 3,8,,JNK cascade,is a part of cellular response to virus,,IMP,,J:141299 
MGI:2156367,Tlr3,toll-like receptor 3,8,,positive regulation of JNK cascade,positively regulates JNK cascade,,IDA,,J:102721 
MGI:2156367,Tlr3,toll-like receptor 3,8,,positive regulation of JNK cascade,,,ISO,O15455 ,J:164563 
MGI:96824,Tlr4,toll-like receptor 4,4,,JNK cascade,happens in fibroblast,,IDA,,J:102721 
MGI:96824,Tlr4,toll-like receptor 4,4,,JNK cascade,happens in macrophage,,IDA,,J:132126 
MGI:96824,Tlr4,toll-like receptor 4,4,,JNK cascade,happens in fibroblast,,IGI,MGI:1346877 ,J:102721 
MGI:96824,Tlr4,toll-like receptor 4,4,,positive regulation of JNK cascade,positively regulates JNK cascade,,IDA,,J:102721 
MGI:96824,Tlr4,toll-like receptor 4,4,,positive regulation of JNK cascade,positively regulates JNK cascade,,IDA,,J:132126 
MGI:96824,Tlr4,toll-like receptor 4,4,,positive regulation of JNK cascade,positively regulates JNK cascade,,IGI,MGI:1346877 ,J:102721 
MGI:2176882,Tlr7,toll-like receptor 7,X,,JNK cascade,is a part of cellular response to virus,,IMP,,J:141299 
MGI:1932389,Tlr9,toll-like receptor 9,9,,positive regulation of JNK cascade,,,ISO,Q9NR96 ,J:164563 
MGI:104798,Tnf,tumor necrosis factor,17,,JNK cascade,happens in fibroblast,,IDA,,J:102721 
MGI:104798,Tnf,tumor necrosis factor,17,,JNK cascade,"happens in liver,happens in hepatocyte",,IDA,,J:156541 
MGI:104798,Tnf,tumor necrosis factor,17,,JNK cascade,happens in fibroblast,,IGI,MGI:1341850 ,J:114498 
MGI:104798,Tnf,tumor necrosis factor,17,,JNK cascade,happens in fibroblast,,IGI,MGI:1346877 ,J:102721 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of JNK cascade,positively regulates JNK cascade,,IDA,,J:102721 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of JNK cascade,positively regulates JNK cascade,,IDA,,J:156541 
MGI:104798,Tnf,tumor necrosis factor,17,,positive regulation of JNK cascade,positively regulates JNK cascade,,IGI,MGI:1346877 ,J:102721 
MGI:1352474,Tnfrsf19,"tumor necrosis factor receptor superfamily, member 19",14,,positive regulation of JNK cascade,,,IBA,PTN000950406 ,J:265628 
MGI:1100089,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11",14,,JNK cascade,happens in osteoclast,,IGI,MGI:109520 ,J:180994 
MGI:1100089,Tnfsf11,"tumor necrosis factor (ligand) superfamily, member 11",14,,positive regulation of JNK cascade,positively regulates JNK cascade,,IGI,MGI:109520 ,J:180994 
MGI:1916264,Tnik,TRAF2 and NCK interacting kinase,3,,positive regulation of JNK cascade,,,ISO,Q9UKE5 ,J:164563 
MGI:98795,Tpbpa,trophoblast specific protein alpha,13,,JNK cascade,,,IDA,,J:148987 
MGI:1298386,Tpd52l1,tumor protein D52-like 1,10,,positive regulation of JNK cascade,,,ISO,Q16890 ,J:164563 
MGI:101835,Traf2,TNF receptor-associated factor 2,2,,regulation of JNK cascade,,,IDA,,J:86592 
MGI:1202880,Traf4,TNF receptor associated factor 4,11,,positive regulation of JNK cascade,,,ISO,Q9BUZ4 ,J:164563 
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,JNK cascade,,,ISO,RGD:1306853 ,J:155856 
MGI:2443397,Trib1,tribbles pseudokinase 1,15,,JNK cascade,,,ISO,Q96RU8 ,J:164563 
MGI:1336991,Trp73,transformation related protein 73,4,,negative regulation of JUN kinase activity,,PR:Q9JJP2,IDA,,J:97170 
MGI:1926945,Trpv4,"transient receptor potential cation channel, subfamily V, member 4",5,,positive regulation of JNK cascade,happens in fat cell,,IMP,,J:188264 
MGI:1921622,Ulk4,unc-51-like kinase 4,9,,regulation of JNK cascade,,,ISO,Q96C45 ,J:73065 
MGI:1923839,Unc5cl,unc-5 family C-terminal like,17,,positive regulation of JNK cascade,,,IBA,PTN000464368 ,J:265628 
MGI:1923839,Unc5cl,unc-5 family C-terminal like,17,,positive regulation of JNK cascade,,,ISO,Q8IV45 ,J:73065 
MGI:98958,Wnt5a,"wingless-type MMTV integration site family, member 5A",14,,JNK cascade,,,IDA,,J:89972 
MGI:98958,Wnt5a,"wingless-type MMTV integration site family, member 5A",14,,positive regulation of JNK cascade,,,IMP,,J:162976 
MGI:98961,Wnt7a,"wingless-type MMTV integration site family, member 7A",6,,positive regulation of JNK cascade,,,IBA,PTN000246687 ,J:265628 
MGI:98961,Wnt7a,"wingless-type MMTV integration site family, member 7A",6,,positive regulation of JNK cascade,,,ISO,RGD:69079 ,J:155856 
MGI:98962,Wnt7b,"wingless-type MMTV integration site family, member 7B",15,,positive regulation of JNK cascade,,,IBA,PTN000246687 ,J:265628 
MGI:98962,Wnt7b,"wingless-type MMTV integration site family, member 7B",15,,positive regulation of JNK cascade,,,ISO,RGD:1311441 ,J:155856 
MGI:2136018,Wnt16,"wingless-type MMTV integration site family, member 16",6,,positive regulation of JNK cascade,,,ISO,Q9UBV4 ,J:164563 
MGI:1890378,Zfp110,zinc finger protein 110,7,,regulation of JNK cascade,,,IMP,,J:98749 
MGI:1289282,Zfp622,zinc finger protein 622,15,,positive regulation of JNK cascade,,,ISO,Q969S3 ,J:164563 
MGI:1913755,Zmynd11,"zinc finger, MYND domain containing 11",13,,negative regulation of JNK cascade,,,ISO,Q15326 ,J:164563 
